,start,end,startlat,startlng,endlat,endlng,direction,sentence,duration,distance
11409,일원1동,신당1동,127.0879629,37.491839,127.0145478,37.5620973,일원1동신당1동,일원1동에서 신당1동,26,16
11411,가양제3동,제기동,126.8605955,37.561092,127.0378551,37.5831612,가양제3동제기동,가양제3동에서 제기동,31,23
11428,행당제1동,제기동,127.036188,37.558567,127.0378551,37.5831612,행당제1동제기동,행당제1동에서 제기동,11,3.1
11461,잠실3동,신당2동,127.094375,37.513333,127.0082322,37.5542861,잠실3동신당2동,잠실3동에서 신당2동,18,11
11485,신월1동,장기본동,126.831487,37.532808,126.6716999,37.6523061,신월1동장기본동,신월1동에서 장기본동,29,23
11487,용답동,면목3.8동,127.0555515,37.5640618,127.0880603,37.5829681,용답동면목3.8동,용답동에서 면목3.8동,15,6.2
11509,면목3.8동,신촌동,127.0880603,37.5829681,126.9418114,37.5640923,면목3.8동신촌동,면목3.8동에서 신촌동,39,26
11538,면목3.8동,남영동,127.0880603,37.5829681,126.9748403,37.5457586,면목3.8동남영동,면목3.8동에서 남영동,32,21
11540,신당4동,오금동,127.014687,37.557083,126.9138,37.6674,신당4동오금동,신당4동에서 오금동,58,36
11545,이문3동,잠실2동,127.065075,37.6033571,127.088559,37.5119488,이문3동잠실2동,이문3동에서 잠실2동,26,19
11563,잠실2동,이문3동,127.088559,37.5119488,127.065075,37.6033571,잠실2동이문3동,잠실2동에서 이문3동,34,18
11564,남가좌제2동,상도1동,126.9238889,37.5784658,126.953089,37.4981,남가좌제2동상도1동,남가좌제2동에서 상도1동,31,18
11583,답십리제2동,장안2동,127.06125,37.567417,127.0706,37.578483,답십리제2동장안2동,답십리제2동에서 장안2동,6,1.8
11584,상도1동,노량진제1동,126.953089,37.4981,126.942013,37.512308,상도1동노량진제1동,상도1동에서 노량진제1동,10,2.2
11601,전농3동,풍납2동,127.0600375,37.5781027,127.1157686,37.5292584,전농3동풍납2동,전농3동에서 풍납2동,22,16
11682,신당3동,한남동,127.0090022,37.552479,127.0005,37.53455,신당3동한남동,신당3동에서 한남동,11,4.2
11732,이문3동,왕십리도선동,127.065075,37.6033571,127.0255501,37.5678257,이문3동왕십리도선동,이문3동에서 왕십리도선동,16,8
11748,장안1동,수서동,127.066375,37.567842,127.104929,37.4889181,장안1동수서동,장안1동에서 수서동,23,17
11752,이화동,명륜3가,127.004338,37.577008,126.9931,37.5875,이화동명륜3가,이화동에서 명륜3가,8,2.5
11759,안암동,신당3동,127.0213292,37.5858498,127.0090022,37.552479,안암동신당3동,안암동에서 신당3동,17,5.9
11766,강일동,답십리4동,127.173909,37.5649783,127.06125,37.567417,강일동답십리4동,강일동에서 답십리4동,27,14
11777,홍은제1동,장기본동,126.9471111,37.5989056,126.6716999,37.6523061,홍은제1동장기본동,홍은제1동에서 장기본동,36,31
11798,수서동,신당2동,127.104929,37.4889181,127.0082322,37.5542861,수서동신당2동,수서동에서 신당2동,21,13
11809,신대방제2동,상도1동,126.9244085,37.4984422,126.953089,37.4981,신대방제2동상도1동,신대방제2동에서 상도1동,10,3.4
11820,석촌동,신당3동,127.1037,37.503592,127.0090022,37.552479,석촌동신당3동,석촌동에서 신당3동,23,15
11834,상계3.4동,답십리3동,127.0832665,37.6729133,127.0512678,37.5717963,상계3.4동답십리3동,상계3.4동에서 답십리3동,32,18
11860,중계2.3동,흥선동,127.0687126,37.6421829,127.0306961,37.7463446,중계2.3동흥선동,중계2.3동에서 흥선동,27,15
11871,장안1동,회천1동,127.066375,37.567842,127.0661049,37.8441526,장안1동회천1동,장안1동에서 회천1동,48,38
11878,상봉제2동,장안1동,127.0808518,37.592892,127.066375,37.567842,상봉제2동장안1동,상봉제2동에서 장안1동,11,3.5
11906,합정동,신당4동,126.9118888,37.5516561,127.014687,37.557083,합정동신당4동,합정동에서 신당4동,26,16
11919,마천2동,면목3.8동,127.1485193,37.4968477,127.0880603,37.5829681,마천2동면목3.8동,마천2동에서 면목3.8동,27,17
11940,신당3동,마장동,127.0090022,37.552479,127.045388,37.566325,신당3동마장동,신당3동에서 마장동,17,5.3
11966,신당4동,방이1동,127.014687,37.557083,127.123925,37.510933,신당4동방이1동,신당4동에서 방이1동,28,17
11995,답십리4동,명동,127.06125,37.567417,126.98585,37.560042,답십리4동명동,답십리4동에서 명동,26,8.9
12052,신대방제2동,제기동,126.9244085,37.4984422,127.0378551,37.5831612,신대방제2동제기동,신대방제2동에서 제기동,35,21
12059,오류제2동,답십리3동,126.8395371,37.4888016,127.0512678,37.5717963,오류제2동답십리3동,오류제2동에서 답십리3동,49,28
12065,난향동,가능동,126.918842,37.461429,127.0384877,37.7505409,난향동가능동,난향동에서 가능동,60,58
12088,신당3동,고척제1동,127.0090022,37.552479,126.8628603,37.5004631,신당3동고척제1동,신당3동에서 고척제1동,38,24
12089,창제4동,장기본동,127.0515994,37.6522276,126.6716999,37.6523061,창제4동장기본동,창제4동에서 장기본동,50,49
12092,상봉제1동,전농3동,127.0872004,37.5998799,127.0600375,37.5781027,상봉제1동전농3동,상봉제1동에서 전농3동,12,4.5
12097,상암동,명륜3가,126.8946875,37.578325,126.9931,37.5875,상암동명륜3가,상암동에서 명륜3가,28,12
12098,답십리3동,신촌동,127.0512678,37.5717963,126.9418114,37.5640923,답십리3동신촌동,답십리3동에서 신촌동,30,11
12108,답십리3동,신내1동,127.0512678,37.5717963,127.099538,37.605882,답십리3동신내1동,답십리3동에서 신내1동,22,7.3
12109,장안1동,풍산동,127.066375,37.567842,126.7999452,37.6641075,장안1동풍산동,장안1동에서 풍산동,50,39
12130,풍납2동,전농3동,127.1157686,37.5292584,127.0600375,37.5781027,풍납2동전농3동,풍납2동에서 전농3동,24,16
12142,논현1동,김포본동,127.028461,37.5115706,126.7057,37.6275987,논현1동김포본동,논현1동에서 김포본동,51,38
12155,장안1동,자금동,127.066375,37.567842,127.0582251,37.7502752,장안1동자금동,장안1동에서 자금동,39,24
12191,발산제1동,상도1동,126.8331686,37.5531209,126.953089,37.4981,발산제1동상도1동,발산제1동에서 상도1동,33,16
12213,답십리3동,흑석동,127.0512678,37.5717963,126.966612,37.5058617,답십리3동흑석동,답십리3동에서 흑석동,34,16
12271,독산제1동,상도1동,126.897041,37.4702453,126.953089,37.4981,독산제1동상도1동,독산제1동에서 상도1동,22,8.3
12280,신당4동,공항동,127.014687,37.557083,126.8101437,37.5588296,신당4동공항동,신당4동에서 공항동,43,31
12286,답십리3동,중화제2동,127.0512678,37.5717963,127.0795427,37.5993838,답십리3동중화제2동,답십리3동에서 중화제2동,15,5.6
12318,방화제3동,삼송동,126.8135628,37.5787386,126.8937039,37.6525828,방화제3동삼송동,방화제3동에서 삼송동,31,20
12324,수서동,삼송동,127.104929,37.4889181,126.8937039,37.6525828,수서동삼송동,수서동에서 삼송동,51,42
12337,월계2동,제기동,127.0508,37.6325377,127.0378551,37.5831612,월계2동제기동,월계2동에서 제기동,20,7.3
12362,동선동,김포본동,127.0203666,37.5939824,126.7057,37.6275987,동선동김포본동,동선동에서 김포본동,44,37
12375,숭인제2동,상도1동,127.019988,37.574867,126.953089,37.4981,숭인제2동상도1동,숭인제2동에서 상도1동,32,14
12387,신당3동,구로제2동,127.0090022,37.552479,126.8834703,37.491377,신당3동구로제2동,신당3동에서 구로제2동,40,26
12393,낙성대동,신당3동,126.9583884,37.4762971,127.0090022,37.552479,낙성대동신당3동,낙성대동에서 신당3동,28,13
12405,화곡제6동,상도1동,126.8501301,37.5518173,126.953089,37.4981,화곡제6동상도1동,화곡제6동에서 상도1동,24,15
12408,답십리4동,한강로동,127.06125,37.567417,126.9692332,37.5281071,답십리4동한강로동,답십리4동에서 한강로동,24,16
12423,금호1가동,전농3동,127.0216354,37.5549008,127.0600375,37.5781027,금호1가동전농3동,금호1가동에서 전농3동,22,8.4
12449,가락본동,전농3동,127.1217864,37.4955568,127.0600375,37.5781027,가락본동전농3동,가락본동에서 전농3동,30,18
12459,상도1동,숭인제2동,126.953089,37.4981,127.019988,37.574867,상도1동숭인제2동,상도1동에서 숭인제2동,35,13
12460,면목3.8동,번제3동,127.0880603,37.5829681,127.04665,37.625874,면목3.8동번제3동,면목3.8동에서 번제3동,22,8.5
12462,장안1동,중계2.3동,127.066375,37.567842,127.0687126,37.6421829,장안1동중계2.3동,장안1동에서 중계2.3동,25,11
12469,신당6동,갈현제1동,127.0194239,37.5600562,126.916675,37.623707,신당6동갈현제1동,신당6동에서 갈현제1동,41,21
12507,면목3.8동,신내2동,127.0880603,37.5829681,127.0942306,37.6061896,면목3.8동신내2동,면목3.8동에서 신내2동,11,3.3
12523,전농3동,방배4동,127.0600375,37.5781027,126.9923344,37.489007,전농3동방배4동,전농3동에서 방배4동,29,16
12563,신정7동,신당1동,126.8597007,37.514393,127.0145478,37.5620973,신정7동신당1동,신정7동에서 신당1동,41,27
12576,장안1동,삼청동,127.066375,37.567842,126.981836,37.5850126,장안1동삼청동,장안1동에서 삼청동,28,10
12578,혜화동,면목3.8동,127.0005764,37.5869186,127.0880603,37.5829681,혜화동면목3.8동,혜화동에서 면목3.8동,34,13
12579,전농3동,왕십리도선동,127.0600375,37.5781027,127.0255501,37.5678257,전농3동왕십리도선동,전농3동에서 왕십리도선동,11,3.9
12591,면목3.8동,중계본동,127.0880603,37.5829681,127.080338,37.64784,면목3.8동중계본동,면목3.8동에서 중계본동,22,9.9
12609,중곡제1동,김포본동,127.080038,37.560675,126.7057,37.6275987,중곡제1동김포본동,중곡제1동에서 김포본동,53,45
12635,창신제1동,답십리3동,127.016363,37.570758,127.0512678,37.5717963,창신제1동답십리3동,창신제1동에서 답십리3동,12,3.8
12739,신당3동,하계1동,127.0090022,37.552479,127.0725852,37.6405374,신당3동하계1동,신당3동에서 하계1동,38,18
12769,답십리3동,남영동,127.0512678,37.5717963,126.9748403,37.5457586,답십리3동남영동,답십리3동에서 남영동,28,17
12841,면목3.8동,구의제2동,127.0880603,37.5829681,127.0899111,37.5472481,면목3.8동구의제2동,면목3.8동에서 구의제2동,14,4.9
12845,역촌동,신당3동,126.915114,37.6044046,127.0090022,37.552479,역촌동신당3동,역촌동에서 신당3동,35,23
12859,중계2.3동,장기본동,127.0687126,37.6421829,126.6716999,37.6523061,중계2.3동장기본동,중계2.3동에서 장기본동,58,49
12874,제기동,신내1동,127.0378551,37.5831612,127.099538,37.605882,제기동신내1동,제기동에서 신내1동,21,9.9
12880,정릉제1동,면목3.8동,127.0166146,37.6014512,127.0880603,37.5829681,정릉제1동면목3.8동,정릉제1동에서 면목3.8동,28,12
12891,안암동,신당2동,127.0213292,37.5858498,127.0082322,37.5542861,안암동신당2동,안암동에서 신당2동,13,4.2
12904,상도제3동,신당4동,126.9313793,37.4991123,127.014687,37.557083,상도제3동신당4동,상도제3동에서 신당4동,30,15
12912,면목제7동,답십리3동,127.0869854,37.5789945,127.0512678,37.5717963,면목제7동답십리3동,면목제7동에서 답십리3동,14,4.3
12942,화곡제6동,김포본동,126.8501301,37.5518173,126.7057,37.6275987,화곡제6동김포본동,화곡제6동에서 김포본동,27,19
12986,이문3동,퇴계원면,127.065075,37.6033571,127.1446626,37.648977,이문3동퇴계원면,이문3동에서 퇴계원면,23,14
12989,전농3동,화곡본동,127.0600375,37.5781027,126.847725,37.544075,전농3동화곡본동,전농3동에서 화곡본동,42,28
13003,신당3동,황학동,127.0090022,37.552479,127.0212812,37.5673446,신당3동황학동,신당3동에서 황학동,16,2.6
13013,상도1동,상계2동,126.953089,37.4981,127.0678377,37.6574727,상도1동상계2동,상도1동에서 상계2동,46,29
13046,공릉2동,제기동,127.083488,37.621332,127.0378551,37.5831612,공릉2동제기동,공릉2동에서 제기동,19,8.2
13056,상도1동,서초3동,126.953089,37.4981,127.0119725,37.4836682,상도1동서초3동,상도1동에서 서초3동,20,9.4
13066,이문3동,제기동,127.065075,37.6033571,127.0378551,37.5831612,이문3동제기동,이문3동에서 제기동,11,3.9
13072,신당4동,양촌면,127.014687,37.557083,126.6254268,37.6572063,신당4동양촌면,신당4동에서 양촌면,63,50
13101,전농3동,이화동,127.0600375,37.5781027,127.004338,37.577008,전농3동이화동,전농3동에서 이화동,17,6
13110,면목3.8동,명동,127.0880603,37.5829681,126.98585,37.560042,면목3.8동명동,면목3.8동에서 명동,35,11
13119,안암동,장안1동,127.0213292,37.5858498,127.066375,37.567842,안암동장안1동,안암동에서 장안1동,18,6.7
13128,면목3.8동,휘경제2동,127.0880603,37.5829681,127.0685788,37.5902093,면목3.8동휘경제2동,면목3.8동에서 휘경제2동,9,2.9
13173,제기동,정자1동,127.0378551,37.5831612,127.106363,37.3727984,제기동정자1동,제기동에서 정자1동,38,31
13202,신림동,신당3동,126.927075,37.487426,127.0090022,37.552479,신림동신당3동,신림동에서 신당3동,32,16
13233,신내1동,신당1동,127.099538,37.605882,127.0145478,37.5620973,신내1동신당1동,신내1동에서 신당1동,27,14
13248,반포2동,신당4동,126.9945091,37.5046022,127.014687,37.557083,반포2동신당4동,반포2동에서 신당4동,18,9.3
13266,제기동,답십리3동,127.0378551,37.5831612,127.0512678,37.5717963,제기동답십리3동,제기동에서 답십리3동,9,2.6
13277,면목3.8동,구의제1동,127.0880603,37.5829681,127.0856756,37.5424917,면목3.8동구의제1동,면목3.8동에서 구의제1동,17,6.4
13299,상도1동,일원본동,126.953089,37.4981,127.0864633,37.4833484,상도1동일원본동,상도1동에서 일원본동,29,21
13364,전농3동,공릉2동,127.0600375,37.5781027,127.083488,37.621332,전농3동공릉2동,전농3동에서 공릉2동,23,8.4
13430,답십리3동,휘경제2동,127.0512678,37.5717963,127.0685788,37.5902093,답십리3동휘경제2동,답십리3동에서 휘경제2동,9,3.3
13437,이문3동,송중동,127.065075,37.6033571,127.033738,37.616099,이문3동송중동,이문3동에서 송중동,11,4.6
13453,장안1동,고덕제1동,127.066375,37.567842,127.1515382,37.5572593,장안1동고덕제1동,장안1동에서 고덕제1동,25,13
13459,잠실본동,상도1동,127.0832037,37.5060716,126.953089,37.4981,잠실본동상도1동,잠실본동에서 상도1동,33,16
13484,상도1동,응암제3동,126.953089,37.4981,126.9157268,37.5922474,상도1동응암제3동,상도1동에서 응암제3동,35,17
13487,제기동,후암동,127.0378551,37.5831612,126.9781344,37.5486375,제기동후암동,제기동에서 후암동,27,8.6
13489,신당4동,고척제2동,127.014687,37.557083,126.8587122,37.5067055,신당4동고척제2동,신당4동에서 고척제2동,43,25
13514,면목3.8동,쌍문제3동,127.0880603,37.5829681,127.0278643,37.6489775,면목3.8동쌍문제3동,면목3.8동에서 쌍문제3동,27,12
13589,하계1동,제기동,127.0725852,37.6405374,127.0378551,37.5831612,하계1동제기동,하계1동에서 제기동,24,11
13636,신당6동,공항동,127.0194239,37.5600562,126.8101437,37.5588296,신당6동공항동,신당6동에서 공항동,49,34
13643,전농3동,장안2동,127.0600375,37.5781027,127.0706,37.578483,전농3동장안2동,전농3동에서 장안2동,4,1.4
13651,답십리4동,상봉제2동,127.06125,37.567417,127.0808518,37.592892,답십리4동상봉제2동,답십리4동에서 상봉제2동,12,4
13672,면목3.8동,한남동,127.0880603,37.5829681,127.0005,37.53455,면목3.8동한남동,면목3.8동에서 한남동,23,14
13681,상도1동,신정6동,126.953089,37.4981,126.8644471,37.5170414,상도1동신정6동,상도1동에서 신정6동,31,11
13688,행당제2동,장안2동,127.02935,37.558208,127.0706,37.578483,행당제2동장안2동,행당제2동에서 장안2동,17,5.3
13699,중계4동,전농3동,127.0780091,37.6587275,127.0600375,37.5781027,중계4동전농3동,중계4동에서 전농3동,26,13
13836,신당3동,염창동,127.0090022,37.552479,126.8709777,37.553751,신당3동염창동,신당3동에서 염창동,32,21
13869,방학제1동,제기동,127.0407251,37.6641763,127.0378551,37.5831612,방학제1동제기동,방학제1동에서 제기동,22,13
13888,답십리4동,수서동,127.06125,37.567417,127.104929,37.4889181,답십리4동수서동,답십리4동에서 수서동,24,18
13897,답십리4동,안양5동,127.06125,37.567417,126.920838,37.39429,답십리4동안양5동,답십리4동에서 안양5동,57,33
13922,답십리4동,왕십리도선동,127.06125,37.567417,127.0255501,37.5678257,답십리4동왕십리도선동,답십리4동에서 왕십리도선동,11,4.1
13926,대조동,가능동,126.920813,37.614165,127.0384877,37.7505409,대조동가능동,대조동에서 가능동,37,21
13937,이문3동,교남동,127.065075,37.6033571,126.9619364,37.5719391,이문3동교남동,이문3동에서 교남동,33,12
13943,상도1동,상계6.7동,126.953089,37.4981,127.0669541,37.654882,상도1동상계6.7동,상도1동에서 상계6.7동,42,28
13977,장안1동,송내1동,127.066375,37.567842,126.7789446,37.4824389,장안1동송내1동,장안1동에서 송내1동,61,38
13979,황학동,신당3동,127.0212812,37.5673446,127.0090022,37.552479,황학동신당3동,황학동에서 신당3동,13,4.2
13998,신당3동,신정4동,127.0090022,37.552479,126.8558042,37.5245455,신당3동신정4동,신당3동에서 신정4동,37,24
14015,회현동,명륜3가,126.9793216,37.5572864,126.9931,37.5875,회현동명륜3가,회현동에서 명륜3가,19,6.1
14029,상봉제1동,답십리3동,127.0872004,37.5998799,127.0512678,37.5717963,상봉제1동답십리3동,상봉제1동에서 답십리3동,17,5.9
14033,신당3동,역곡3동,127.0090022,37.552479,126.8068977,37.4784166,신당3동역곡3동,신당3동에서 역곡3동,52,32
14055,천호제3동,신당3동,127.1332269,37.5361455,127.0090022,37.552479,천호제3동신당3동,천호제3동에서 신당3동,21,18
14085,화곡본동,제기동,126.847725,37.544075,127.0378551,37.5831612,화곡본동제기동,화곡본동에서 제기동,35,25
14091,창제4동,면목3.8동,127.0515994,37.6522276,127.0880603,37.5829681,창제4동면목3.8동,창제4동에서 면목3.8동,19,11
14108,신당4동,별내면,127.014687,37.557083,127.1247248,37.7025595,신당4동별내면,신당4동에서 별내면,41,33
14114,상도1동,남영동,126.953089,37.4981,126.9748403,37.5457586,상도1동남영동,상도1동에서 남영동,14,6.5
14118,개봉제3동,신당1동,126.853838,37.485993,127.0145478,37.5620973,개봉제3동신당1동,개봉제3동에서 신당1동,43,29
14123,등촌제3동,교하동,126.847881,37.5589789,126.7468664,37.753037,등촌제3동교하동,등촌제3동에서 교하동,36,35
14127,명륜3가,공릉2동,126.9931,37.5875,127.083488,37.621332,명륜3가공릉2동,명륜3가에서 공릉2동,30,15
14162,명륜3가,상계1동,126.9931,37.5875,127.0549781,37.6799006,명륜3가상계1동,명륜3가에서 상계1동,37,22
14186,장지동,답십리3동,127.1354,37.4785,127.0512678,37.5717963,장지동답십리3동,장지동에서 답십리3동,26,20
14245,풍납2동,신당3동,127.1157686,37.5292584,127.0090022,37.552479,풍납2동신당3동,풍납2동에서 신당3동,18,15
14255,갈현제2동,김포본동,126.9158385,37.6185866,126.7057,37.6275987,갈현제2동김포본동,갈현제2동에서 김포본동,38,26
14297,신당3동,왕십리도선동,127.0090022,37.552479,127.0255501,37.5678257,신당3동왕십리도선동,신당3동에서 왕십리도선동,13,3.5
14301,천연동,가능동,126.9590332,37.5711247,127.0384877,37.7505409,천연동가능동,천연동에서 가능동,56,36
14362,남영동,전농3동,126.9748403,37.5457586,127.0600375,37.5781027,남영동전농3동,남영동에서 전농3동,32,15
14388,장안1동,성남동,127.066375,37.567842,127.1383915,37.4350666,장안1동성남동,장안1동에서 성남동,30,26
14404,답십리4동,진관동,127.06125,37.567417,126.9210512,37.634983,답십리4동진관동,답십리4동에서 진관동,39,22
14410,답십리3동,회기동,127.0512678,37.5717963,127.0553132,37.5908083,답십리3동회기동,답십리3동에서 회기동,11,2.9
14420,대조동,김포본동,126.920813,37.614165,126.7057,37.6275987,대조동김포본동,대조동에서 김포본동,39,26
14431,휘경제2동,답십리3동,127.0685788,37.5902093,127.0512678,37.5717963,휘경제2동답십리3동,휘경제2동에서 답십리3동,13,4.8
14433,천호제3동,김포본동,127.1332269,37.5361455,126.7057,37.6275987,천호제3동김포본동,천호제3동에서 김포본동,56,49
14446,청파동,답십리4동,126.9674,37.5488,127.06125,37.567417,청파동답십리4동,청파동에서 답십리4동,38,12
14465,천호제3동,신당2동,127.1332269,37.5361455,127.0082322,37.5542861,천호제3동신당2동,천호제3동에서 신당2동,22,16
14467,정릉제1동,신당6동,127.0166146,37.6014512,127.0194239,37.5600562,정릉제1동신당6동,정릉제1동에서 신당6동,19,6.1
14468,여의동,장기본동,126.934584,37.5177232,126.6716999,37.6523061,여의동장기본동,여의동에서 장기본동,38,29
14514,장안1동,방화제2동,127.066375,37.567842,126.8067549,37.5666997,장안1동방화제2동,장안1동에서 방화제2동,44,36
14516,명륜3가,성산제2동,126.9931,37.5875,126.9090061,37.568618,명륜3가성산제2동,명륜3가에서 성산제2동,23,11
14531,은천동,상도1동,126.9424278,37.4853086,126.953089,37.4981,은천동상도1동,은천동에서 상도1동,9,3.2
14542,내곡동,제기동,127.0583103,37.4493583,127.0378551,37.5831612,내곡동제기동,내곡동에서 제기동,38,20
14551,서초4동,면목3.8동,127.0221589,37.5026685,127.0880603,37.5829681,서초4동면목3.8동,서초4동에서 면목3.8동,32,17
14553,성산제2동,상도1동,126.9090061,37.568618,126.953089,37.4981,성산제2동상도1동,성산제2동에서 상도1동,24,14
14575,전농3동,하계1동,127.0600375,37.5781027,127.0725852,37.6405374,전농3동하계1동,전농3동에서 하계1동,23,10
14586,상도1동,광희동,126.953089,37.4981,127.0050623,37.564494,상도1동광희동,상도1동에서 광희동,24,11
14595,상도1동,신대방제2동,126.953089,37.4981,126.9244085,37.4984422,상도1동신대방제2동,상도1동에서 신대방제2동,10,3.2
14610,장안1동,답십리제1동,127.066375,37.567842,127.0512678,37.5717963,장안1동답십리제1동,장안1동에서 답십리제1동,7,2.6
14638,답십리4동,사근동,127.06125,37.567417,127.0453315,37.5614846,답십리4동사근동,답십리4동에서 사근동,10,3.5
14656,상도1동,공항동,126.953089,37.4981,126.8101437,37.5588296,상도1동공항동,상도1동에서 공항동,30,20